sample_id,reference,hypothesis,wer,cer,n_words
train-00000-of-00048_000189,өскенде халқымыз сүйіп тыңдайтын әншісі болғым келеді әншіліктен бөлек модель болғым келеді қазіргі таңда фотоларға түсемін модельная школада,өскенде халқымыз сүйіп тыңдайтын әншісі боғын келеді әншіліктем бөлек модель боғын келеді қазіргі танда фотоларға түсемін модель наш болады,0.3888888888888889,0.07801418439716312,18
train-00000-of-00048_000190,армандарыма жету үшін,армандарыма жету үшін,0.0,0.0,3
train-00000-of-00048_000191,көп еңбектенемін,كpنبسي,1.0,1.0,2
train-00000-of-00048_000192,көрмей таңдау кезеңмен өтсем,көрмей таңдау кезеңмен мөтем,0.25,0.07142857142857142,4
train-00000-of-00048_000193,әнші боламын деген арманыма бір қадам жақындаймын,әнші боламын деген арманыма бірқадам жақынаймын,0.42857142857142855,0.04081632653061224,7
train-00000-of-00048_000194,көбінесе адамдар дауысымды маржан нарапбаеваға ұқсатады 4 дәліңгер де бұрылса маржан нарапбаеваға қарайды деп,көгінесі адамдар даусымды маржан арапаева ғасатады төрт дәліңберде бұрылса маржан арапаева қарайты мен,0.7142857142857143,0.2018348623853211,14
train-00000-of-00048_000195,ішкі тисігің төтесің,شкaтislmtтеsнi,1.0,0.8,3
train-00000-of-00048_000196,біздің отбасы өте үлкен үйде 6 ағайындымыз атам мен әжемді қосқанда үйде 10 адам тұрамыз,біздің отбасы өте үлкен үйде алты ағайындымыз ата мен әжемді қосқанда үйде он адам тұрамыз,0.2,0.07954545454545454,15
train-00000-of-00048_000197,маған үйде жалғыз қалған ұнамайды өйткені ішім пысады дегендей нелерімді сағынамын ата анам бір жаққа кететін болса іні сіңлілерімді маған қалдырып кетеді соларға бас көз болып қарап отырамын,маған үйде жалғыз қалғаны намайды өйткені ішін пысады дегендей інелерім сағынам патаннан бір жаққа кететін болса іні сінілелерімін діп маған қалдіріп кетеді соларға бас көзі болып қарап отырамы,0.42857142857142855,0.12041884816753927,28
train-00000-of-00048_000198,сөйтіп жүргенім келіп тұр,,1.0,1.0,4
train-00000-of-00048_000199,сәттілік тағыңырмай аз,تکہ تالمیا,1.0,0.9545454545454546,3
train-00000-of-00048_000200,майпа,مت,1.0,1.0,1
train-00000-of-00048_000201,біздің қатысушыларымыз сахнада ән айтумен бөлек өздерінің образына да ерекше көңіл бөлген сияқты сәлем,біздің қатысушыларымыз сахнада ән айтуымен бөлек өздерінің образына да ерекше көңіл бөлген сияқты сәлем,0.07142857142857142,0.00980392156862745,14
train-00000-of-00048_000202,есімің кім менің есімім майя қандай әдемісің майя рақмет майя қазір сахнада түсірінбей жақсылап өзің ойлағаннан да жоғары деңгейде әніңді шырқа,есміім менім есімі мая қандай әдемісің маямая қазір сахнада сүрінбей жақсылап өзің ойлағанан да жоғары деңгейде әнімді шырқа,0.5238095238095238,0.15384615384615385,21
train-00000-of-00048_000203,келесіздік қой,kiсtкы,1.0,0.8571428571428571,2
train-00000-of-00048_000204,қызымызды қолдағалы келіп отырмыз анасы келу керек еді дегенмен де майя көпбалалы отбасыдан шыққандықтан анасы балалардан шығармай қалды,қызымызды қолдағау келіп отырмыз анасы келу керек еді дегенменде мая көпбалалы отбасыдан шыққандықтан анасы балалардын шағмай қалдып,0.3888888888888889,0.0661764705882353,18
train-00000-of-00048_000205,ай яғы әтелік лейміз,ايا حتلىكلىيمىز,1.0,0.95,4
train-00000-of-00048_000206,ал майя қызыма сәттілік жолы болсын жолы ашық болсын,ал майя қызыма сәттілік жолы болсын жолы ашық болсын,0.0,0.0,9
train-00000-of-00048_000207,той,喂,1.0,1.0,1
train-00000-of-00048_000208,арманыма жеттім ғой,әрманыма життым ғой,0.6666666666666666,0.15789473684210525,3
train-00000-of-00048_000209,әдемі жатақханада тұратын болдым,әдима жытаханада тұратын болдым,0.5,0.125,4
train-00000-of-00048_000210,ал енді кірейін,alin the creen,1.0,1.0,3
train-00000-of-00048_000211,сенематсыз ба,slmაცბა,1.0,1.0,2
train-00000-of-00048_000212,а құнамаға жүрмә,아 죄나맞으만,1.0,0.9375,3
train-00000-of-00048_000213,осы жерге тұруға келдіңіз бе иә,осы жүрге тұруға келіңіз бе иә,0.3333333333333333,0.06451612903225806,6
